Date;USD_TO_AUD_1M_FWD_PTS;USD_TO_AUD_3M_FWD_PTS;USD_TO_AUD_6M_FWD_PTS;USD_TO_AUD_9M_FWD_PTS;USD_TO_EUR_1M_FWD_PTS;USD_TO_EUR_3M_FWD_PTS;USD_TO_EUR_6M_FWD_PTS;USD_TO_EUR_9M_FWD_PTS;USD_TO_NZD_1M_FWD_PTS;USD_TO_NZD_3M_FWD_PTS;USD_TO_NZD_6M_FWD_PTS;USD_TO_NZD_9M_FWD_PTS;SEK_TO_USD_1M_FWD_PTS;SEK_TO_USD_3M_FWD_PTS;SEK_TO_USD_6M_FWD_PTS;SEK_TO_USD_9M_FWD_PTS;NOK_TO_USD_1M_FWD_PTS;NOK_TO_USD_3M_FWD_PTS;NOK_TO_USD_6M_FWD_PTS;NOK_TO_USD_9M_FWD_PTS;USD_TO_GBP_1M_FWD_PTS;USD_TO_GBP_3M_FWD_PTS;USD_TO_GBP_6M_FWD_PTS;USD_TO_GBP_9M_FWD_PTS;JPY_TO_USD_1M_FWD_PTS;JPY_TO_USD_3M_FWD_PTS;JPY_TO_USD_6M_FWD_PTS;JPY_TO_USD_9M_FWD_PTS;CAD_TO_USD_1M_FWD_PTS;CAD_TO_USD_3M_FWD_PTS;CAD_TO_USD_6M_FWD_PTS;CAD_TO_USD_9M_FWD_PTS;CHF_TO_USD_1M_FWD_PTS;CHF_TO_USD_3M_FWD_PTS;CHF_TO_USD_6M_FWD_PTS;CHF_TO_USD_9M_FWD_PTS
21.07.2003;-21.5;-58.85;-114.55;-167.5;-10.45;;;;-20.25;-57.15;-113.05;-164.5;134.5;;;;185.0;429.5;780.0;910.0;-33.35;-90.39999;;;-12.2;-34.25;;;23.9;66.2;121.5;172.0;-10.4;;;
22.07.2003;-20.13;-59.75;-115.55;-167.9;-10.1;;;;-19.65;-58.8;-112.55;-164.0;130.5;;;;178.5;428.0;790.0;910.0;-31.85;-90.25;;;-11.75;-35.2;;;25.55;65.5;119.5;169.0;-10.05;;;
23.07.2003;-20.38;-59.25;-115.63;-169.3;-10.32;;;;-19.65;-57.0;-111.85;-164.0;126.5;;;;170.5;429.0;781.0;910.0;-31.25;-92.89999;;;-11.75;-35.10001;;;23.98;65.15;120.5;170.0;-9.95;;;
24.07.2003;-20.55;-59.75;-116.85;-170.9;-10.33;;;;-19.9;-57.5;-112.55;-165.5;125.5;;;;165.5;410.0;760.0;910.0;-31.75;-93.55;;;-11.84;-34.5;;;23.8;65.5;120.9;169.0;-9.95;;;
25.07.2003;-20.6;-60.0;-116.95;-170.8;-10.38;;;;-20.05;-57.6;-112.5;-165.0;126.0;;;;158.0;395.5;735.0;910.0;-32.35;-94.55;;;-11.73;-34.45;;;23.75;65.1;120.1;168.0;-10.05;;;
28.07.2003;-19.3;-60.5;-117.52;-172.5;-9.75;;;;-18.65;-57.75;-112.0;-164.5;122.5;;;;154.0;400.0;743.0;910.0;-29.85;-94.25;;;-11.01;-34.60001;;;23.8;64.9;119.9;167.0;-18.77;;;
29.07.2003;-21.3;-61.75;-117.25;-172.5;-10.55;;;;-20.65;-59.4;-113.55;-165.18;118.5;;;;148.0;408.0;762.5;910.0;-32.7;-96.14999;;;-12.2;-35.85001;;;23.0;65.05;120.2;166.0;-9.3;;;
30.07.2003;-20.41;-61.75;-117.25;-169.7;-10.2;;;;-20.65;-59.4;-112.0;-163.5;118.5;;;;148.0;408.0;762.5;910.0;-32.7;-96.14999;;;-12.2;-34.85001;;;23.0;65.05;120.2;166.0;-19.52;;;
31.07.2003;-20.1;-58.8;-113.98;-164.5;-10.05;;;;-19.65;-56.85;-110.85;-161.5;124.5;;;;155.0;406.0;764.0;910.0;-31.4;-93.14999;;;-11.9;-35.05;;;24.65;66.5;123.5;174.5;-10.15;;;
01.08.2003;-21.48;-57.18;-114.45;-165.0;-10.07;;;;-19.45;-57.0;-111.35;-159.0;124.5;;;;159.5;419.0;799.0;910.0;-31.63;-93.45;;;-11.88;-36.10001;;;23.55;65.9;122.8;170.0;-10.1;;;
04.08.2003;-20.6;-58.55;-115.5;-165.5;-10.43;;;;-20.25;-57.05;-111.55;-161.0;132.5;;;;165.5;418.0;797.5;910.0;-32.3;-93.55;;;-12.0;-35.39;;;23.65;65.65;122.25;170.0;-10.05;;;
05.08.2003;-19.9;-59.85;-114.65;-166.2;-10.1;;;;-19.5;-58.55;-111.75;-161.5;126.0;;;;159.5;424.0;800.0;910.0;-31.35;-95.8;;;-11.75;-36.14999;;;24.45;66.15;124.8;172.0;-10.35;;;
06.08.2003;-20.2;-59.68;-115.35;-167.3;-10.23;;;;-19.7;-57.5;-110.0;-160.5;122.0;;;;148.5;409.0;755.0;910.0;-31.1;-95.47;;;-11.7;-35.35001;;;23.55;67.2;123.5;173.0;-10.05;;;
07.08.2003;-20.2;-60.05;-115.95;-168.0;-10.1;;;;-19.7;-56.9;-110.25;-161.5;124.0;;;;142.5;393.0;725.0;910.0;-31.65;-94.0;;;-11.55;-34.89999;;;23.65;65.8;122.5;169.0;-10.05;;;
08.08.2003;-20.45;-59.9;-117.2;-170.7;-10.1;;;;-19.55;-57.35;-112.5;-165.0;122.0;;;;139.5;375.0;715.0;910.0;-31.55;-94.05;;;-11.57;-34.60001;;;23.45;64.5;117.5;168.0;-10.25;;;
11.08.2003;-21.48;-61.0;-121.77;-174.75;-10.35;;;;-20.55;-58.6;-117.05;-169.5;131.5;;;;145.0;375.0;707.5;910.0;-32.55;-94.14999;;;-12.3;-34.60001;;;22.8;64.23;118.3;166.0;-10.85;;;
12.08.2003;-20.68;-62.3;-120.93;-175.1;-10.05;;;;-19.85;-59.9;-116.25;-171.0;128.0;;;;140.5;379.0;731.0;910.0;-31.45;-96.2;;;-11.9;-35.14999;;;23.35;63.73;121.5;170.0;-10.45;;;
13.08.2003;-20.5;-61.0;-120.15;-176.0;-10.0;;;;-19.8;-58.2;-114.7;-169.48;124.0;;;;127.5;342.0;643.0;953.0;-31.3;-93.60001;;;-11.5;-34.7;;;22.75;65.8;121.75;173.0;-10.3;;;
14.08.2003;-20.68;-60.8;-119.75;-175.0;-10.07;;;;-20.0;-58.45;-115.13;-169.5;122.0;;;;128.5;338.0;638.0;931.0;-31.2;-93.45;;;-11.56;-34.75;;;22.45;63.5;120.5;172.0;-10.3;;;
15.08.2003;-20.63;-61.15;-120.65;-176.0;-9.98;;;;-19.8;-58.5;-115.0;-169.0;124.25;;;;128.0;342.0;642.5;932.5;-31.07;-93.39999;;;-11.43;-34.25;;;22.05;62.9;119.5;171.0;-10.35;;;
18.08.2003;-21.5;-61.25;-121.85;-176.2;-10.25;;;;-20.35;-58.38;-116.0;-168.25;134.0;;;;135.5;345.5;651.5;946.5;-32.25;-94.0;;;-12.0;-34.55;;;22.25;63.15;121.5;173.5;-10.95;;;
19.08.2003;-20.82;-62.65;-121.52;-176.75;-10.3;;;;-19.9;-59.5;-115.13;-169.5;134.0;;;;133.5;350.0;670.0;971.0;-32.15;-93.3;;;-11.6;-35.2;;;23.35;62.25;117.5;166.0;-10.85;;;
20.08.2003;-20.85;-61.65;-121.52;-178.75;-10.13;;;;-19.9;-58.4;-115.35;-170.0;130.0;;;;127.5;349.0;656.0;979.0;-31.65;-95.7;;;-11.52;-34.5;;;22.65;61.65;119.4;168.0;-10.2;;;
21.08.2003;-20.7;-60.75;-119.75;-175.25;-9.93;;;;-19.95;-58.0;-114.0;-168.0;128.0;;;;125.0;335.5;635.0;962.0;-32.63;-95.10001;;;-11.5;-34.64999;;;21.95;61.5;119.2;166.0;-10.4;;;
22.08.2003;-20.65;-60.5;-119.2;-173.95;-9.76;;;;-19.6;-57.75;-113.55;-166.5;131.0;;;;128.5;350.0;676.0;976.0;-34.45;-96.0;;;-11.48;-34.55;;;21.25;60.5;116.7;165.0;-10.45;;;
25.08.2003;-21.27;-60.5;-118.63;-174.3;-10.05;;;;-20.5;-57.7;-112.85;-165.5;139.0;;;;136.0;355.0;675.5;979.0;-33.35;-95.10001;;;-11.9;-34.8;;;21.7;60.9;114.5;164.0;-10.85;;;
26.08.2003;-21.07;-59.35;-116.77;-173.2;-10.2;;;;-20.3;-56.6;-111.25;-164.5;135.0;;;;132.5;355.0;670.0;980.0;-33.55;-95.05;;;-11.9;-34.2;;;22.95;60.5;115.5;164.0;-10.9;;;
27.08.2003;-19.5;-58.65;-116.15;-170.95;-10.1;;;;-18.8;-56.05;-110.4;-163.5;134.5;;;;129.5;348.0;661.5;972.5;-33.68;-94.75;;;-11.9;-34.125;;;22.0;60.7;120.1;172.0;-10.9;;;
28.08.2003;-19.5;-58.85;-116.5;-172.0;-9.48;;;;-18.75;-56.5;-111.75;-164.5;125.5;;;;121.0;345.0;662.5;977.5;-31.85;-96.55;;;-11.18;-34.0;;;21.7;60.4;118.0;171.0;-10.3;;;
29.08.2003;-19.65;-59.55;-118.0;-174.5;-9.45;;;;-18.75;-56.45;-111.5;-166.0;124.0;;;;119.0;335.0;637.5;942.5;-32.35;-97.14999;;;-11.26;-34.03;;;20.05;59.65;115.8;169.0;-10.2;;;
01.09.2003;-21.65;-59.4;-117.73;-174.25;-10.15;;;;-20.1;-56.8;-112.0;-166.5;122.5;;;;115.0;320.0;602.5;877.5;-32.05;-97.05;;;-12.05;-34.0;;;20.05;59.5;116.5;168.0;-10.35;;;
02.09.2003;-20.73;-58.95;-116.82;-175.3;-9.75;;;;-19.2;-55.7;-110.0;-164.5;130.0;;;;121.5;318.0;602.0;891.0;-34.4;-97.45;;;-11.5;-33.60001;;;20.0;59.0;114.4;164.0;-11.0;;;
03.09.2003;-19.5;-59.25;-117.85;-175.1;-9.7;;;;-18.35;-55.1;-110.1;-163.5;126.0;;;;120.0;330.0;625.0;929.5;-33.32;-97.75;;;-11.17;-33.60001;;;20.65;59.75;116.5;171.0;-10.65;;;
04.09.2003;-19.73;-59.25;-118.68;-177.25;-9.45;;;;-18.65;-56.0;-111.7;-167.0;122.0;;;;115.5;328.0;625.0;927.0;-32.45;-98.10001;;;-11.1;-33.60001;;;20.65;59.3;116.0;174.0;-10.35;;;
05.09.2003;-19.8;-59.85;-120.55;-180.5;-9.6;;;;-18.65;-56.55;-113.0;-169.0;122.0;;;;113.0;320.0;612.5;937.5;-33.07;-99.75;;;-11.02;-33.5;;;19.85;57.8;111.5;164.0;-10.5;;;
08.09.2003;-21.88;-59.88;-120.55;-181.5;-10.6;;;;-20.7;-56.75;-113.0;-170.0;120.0;;;;110.5;311.0;607.0;929.5;-36.0;-99.39999;;;-12.1;-33.60001;;;19.75;58.0;112.5;165.0;-11.35;;;
09.09.2003;-21.48;-61.13;-122.93;-186.0;-10.3;;;;-20.25;-57.4;-114.0;-173.5;133.0;;;;119.5;311.0;606.0;931.0;-34.65;-99.3;;;-12.0;-33.95;;;19.9;57.25;110.5;163.0;-11.05;;;
10.09.2003;-20.13;-61.01;-122.65;-185.0;-10.0;;;;-19.3;-57.5;-114.5;-173.0;131.0;;;;115.5;317.0;617.5;957.5;-32.65;-99.8;;;-11.4;-34.2;;;20.95;57.2;111.5;163.0;-10.25;;;
11.09.2003;-20.25;-61.8;-124.8;-188.8;-9.7;;;;-19.0;-57.5;-115.25;-173.5;119.0;;;;107.5;309.0;597.5;922.5;-32.75;-99.75;;;-11.23;-34.14999;;;20.8;57.9;113.7;168.0;-10.35;;;
12.09.2003;-20.35;-62.2;-125.1;-189.55;-9.76;;;;-19.1;-57.55;-115.5;-174.0;120.5;;;;102.5;297.0;575.0;880.0;-32.85;-100.225;;;-11.25;-34.05;;;19.5;57.15;111.5;166.0;-10.35;;;
15.09.2003;-22.05;-62.55;-125.63;-189.5;-10.41;;;;-20.35;-57.65;-115.5;-175.0;121.5;;;;100.0;290.0;567.5;862.5;-35.15;-100.025;;;-12.0;-34.10001;;;19.65;57.0;110.5;164.0;-11.2;;;
16.09.2003;-21.2;-62.23;-124.65;-188.3;-9.97;;;;-19.85;-57.85;-115.5;-175.5;130.0;;;;108.5;296.0;570.0;862.5;-33.95;-99.8;;;-11.6;-33.75;;;19.75;57.4;112.2;167.5;-10.65;;;
17.09.2003;-20.45;-62.32;-125.5;-189.7;-9.65;;;;-19.1;-57.85;-115.5;-174.0;125.0;;;;97.5;285.0;568.0;869.5;-32.95;-101.1;;;-11.2;-33.55;;;20.75;57.0;110.5;165.0;-10.55;;;
18.09.2003;-20.55;-62.37;-125.35;-189.2;-9.56;;;;-19.15;-57.9;-115.25;-173.5;118.0;;;;94.5;280.0;560.0;840.5;-33.15;-101.525;;;-11.07;-33.5;;;19.55;57.0;111.3;166.0;-10.35;;;
19.09.2003;-20.8;-62.9;-126.45;-191.0;-9.7;;;;-19.3;-58.5;-117.0;-175.5;118.5;;;;95.0;285.0;560.0;855.5;-33.4;-102.65;;;-11.18;-33.5;;;19.3;56.25;109.7;162.5;-10.25;;;
22.09.2003;-22.38;-66.05;-126.35;-190.2;-10.5;;;;-21.5;-61.55;-117.13;-176.5;115.5;;;;95.5;293.0;552.0;832.5;-36.05;-108.3;;;-11.75;-33.25;;;18.8;53.4;102.0;148.25;-10.8;;;
23.09.2003;-21.6;-65.25;-125.77;-190.0;-10.15;;;;-20.85;-60.8;-117.05;-177.0;122.0;;;;101.5;292.0;550.0;840.0;-35.25;-108.8;;;-11.4;-32.8;;;18.9;56.5;103.5;152.5;-10.65;;;
24.09.2003;-20.98;-64.45;-126.35;-191.0;-9.8;;;;-19.55;-58.75;-117.13;-176.5;117.5;;;;96.5;282.0;530.0;809.5;-34.25;-104.575;;;-11.0;-32.75;;;19.25;56.25;102.5;152.0;-10.2;;;
25.09.2003;-21.63;-63.65;-126.57;-188.85;-10.05;;;;-20.15;-59.5;-117.5;-176.5;113.0;;;;96.5;276.0;543.0;812.5;-35.65;-105.4;;;-11.05;-32.45;;;19.3;55.2;104.5;154.0;-10.35;;;
26.09.2003;-21.45;-63.62;-126.35;-188.0;-10.02;;;;-20.1;-59.25;-117.05;-174.7;117.5;;;;98.5;277.0;545.5;819.5;-35.73;-105.9;;;-11.07;-32.45;;;19.25;55.1;105.5;154.0;-10.45;;;
29.09.2003;-22.23;-63.45;-126.35;-188.6;-10.4;;;;-20.65;-61.1;-117.0;-176.0;125.0;;;;103.5;283.5;560.0;850.0;-36.8;-106.0;;;-11.55;-34.64999;;;18.8;54.5;106.2;156.0;-11.0;;;
30.09.2003;-21.68;-65.5;-129.52;-191.5;-10.13;;;;-20.25;-60.9;-119.5;-179.5;120.5;;;;102.5;280.0;559.0;856.5;-35.3;-104.9;;;-11.15;-33.75;;;19.45;54.25;104.6;152.0;-10.6;;;
01.10.2003;-21.73;-64.3;-128.57;-193.0;-10.13;;;;-20.35;-60.25;-119.55;-180.0;119.5;;;;102.5;291.0;572.0;869.5;-35.03;-108.11;;;-10.9;-33.0;;;18.55;52.3;104.1;152.0;-10.15;;;
02.10.2003;-23.07;-64.4;-128.85;-193.0;-10.18;;;;-20.35;-60.15;-119.75;-179.5;117.0;;;;96.5;281.5;565.0;865.0;-35.43;-106.59;;;-10.7;-33.10001;;;18.55;54.3;104.8;152.0;-10.2;;;
03.10.2003;-23.13;-64.35;-128.45;-191.8;-10.27;;;;-20.25;-59.9;-119.3;-178.3;117.0;;;;98.0;285.0;570.0;860.0;-35.48;-107.2;;;-10.73;-33.2;;;18.75;54.5;107.0;155.0;-10.25;;;
06.10.2003;-22.52;-65.1;-132.88;-196.5;-10.54;;;;-20.85;-59.57;-121.8;-178.3;125.5;;;;103.5;282.0;578.0;853.0;-36.95;-108.05;;;-11.05;-33.14999;;;20.15;54.5;106.5;154.0;-10.8;;;
07.10.2003;-22.02;-67.05;-134.52;-198.7;-10.2;;;;-20.35;-61.3;-121.65;-180.5;119.5;;;;100.0;285.0;578.0;867.5;-35.6;-109.9;;;-10.6;-34.10001;;;19.8;54.0;104.75;151.5;-10.35;;;
08.10.2003;-21.98;-65.88;-131.88;-199.5;-10.3;;;;-20.4;-60.4;-121.35;-180.5;116.5;;;;103.5;302.0;595.0;890.0;-35.55;-107.5;;;-10.7;-32.95;;;18.55;53.75;104.5;152.0;-10.2;;;
09.10.2003;-22.2;-66.3;-134.0;-201.0;-10.33;;;;-20.65;-60.55;-121.3;-181.5;116.5;;;;102.0;296.0;585.0;880.0;-35.07;-106.75;;;-10.59;-32.85001;;;18.35;54.8;105.9;153.0;-10.25;;;
10.10.2003;-22.15;-66.3;-133.5;-200.3;-10.31;;;;-20.45;-60.55;-121.0;-181.5;116.5;;;;97.0;292.0;571.0;865.0;-35.05;-107.05;;;-11.63;-33.25;;;18.5;54.0;106.5;155.0;-10.15;;;
13.10.2003;-22.8;-66.1;-133.85;-200.9;-10.93;;;;-21.05;-60.5;-120.65;-180.0;124.0;;;;103.5;292.0;575.0;874.0;-37.15;-106.5;;;-11.18;-33.2;;;18.85;54.0;105.5;154.0;-10.9;;;
14.10.2003;-22.1;-68.43;-135.55;-202.7;-10.6;;;;-20.35;-62.5;-122.0;-181.2;119.0;;;;103.5;299.0;595.0;891.0;-36.03;-107.5;;;-10.9;-34.3;;;19.35;54.5;107.0;153.5;-10.5;;;
15.10.2003;-21.55;-66.25;-133.57;-200.0;-10.2;;;;-20.4;-59.95;-119.5;-177.5;116.5;;;;100.5;310.0;597.0;893.0;-35.05;-111.4;;;-10.8;-34.5;;;19.9;55.65;109.75;156.25;-10.35;;;
16.10.2003;-22.1;-66.08;-132.57;-197.4;-10.2;;;;-20.4;-60.05;-118.5;-175.5;116.0;;;;99.5;301.0;575.5;888.0;-35.73;-108.4;;;-10.82;-33.89999;;;19.55;54.7;105.5;153.25;-10.25;;;
17.10.2003;-22.25;-66.4;-133.5;-198.7;-10.07;;;;-20.35;-60.45;-118.5;-176.0;116.5;;;;102.0;300.0;582.5;862.5;-35.55;-108.55;;;-10.69;-33.85001;;;19.45;55.0;105.5;151.0;-10.3;;;
20.10.2003;-22.98;-66.6;-133.5;-199.3;-10.45;;;;-21.1;-60.25;-119.0;-176.5;122.5;;;;107.5;300.5;582.0;860.0;-37.05;-108.6;;;-11.5;-33.875;;;19.5;55.4;106.3;149.0;-10.75;;;
21.10.2003;-22.43;-69.25;-136.68;-201.0;-10.15;;;;-20.85;-63.3;-122.75;-180.5;120.0;;;;103.0;297.0;580.0;860.0;-35.6;-110.9;;;-11.0;-34.55;;;20.25;55.0;106.8;150.0;-10.27;;;
22.10.2003;-23.27;-67.5;-135.63;-203.3;-10.7;;;;-20.85;-61.7;-122.55;-182.5;115.5;;;;100.0;300.0;582.0;851.0;-38.25;-112.8;;;-10.9;-33.60001;;;20.05;55.5;103.3;144.0;-10.7;;;
23.10.2003;-22.51;-67.25;-135.3;-201.8;-10.43;;;;-20.25;-62.25;-123.15;-184.0;120.5;;;;104.0;300.0;582.5;860.0;-38.2;-113.6;;;-10.4;-33.35001;;;20.1;53.5;99.5;141.5;-10.5;;;
24.10.2003;-22.65;-67.4;-135.35;-203.1;-10.0;;;;-20.35;-62.5;-124.55;-184.5;115.0;;;;101.0;299.0;585.0;857.5;-35.93;-115.15;;;-9.98;-33.25;;;19.55;53.0;99.5;143.0;-10.0;;;
27.10.2003;-22.05;-67.85;-136.95;-205.0;-9.98;;;;-19.65;-62.45;-124.55;-185.01;112.5;;;;98.0;300.0;582.5;862.5;-36.1;-115.65;;;-10.02;-33.325;;;19.5;53.75;101.0;142.0;-9.95;;;
28.10.2003;-20.5;-67.38;-136.65;-205.5;-9.73;;;;-19.05;-62.0;-124.25;-186.01;110.5;;;;92.5;298.0;580.5;847.5;-34.75;-116.25;;;-9.63;-33.0;;;18.15;53.5;100.5;142.0;-9.75;;;
29.10.2003;-22.0;-68.0;-136.25;-204.2;-9.2;;;;-20.45;-62.8;-124.25;-186.5;105.5;;;;90.0;290.0;572.5;847.5;-33.85;-115.95;;;-9.43;-32.60001;;;18.3;53.7;101.6;143.75;-9.45;;;
30.10.2003;-21.98;-68.35;-137.52;-206.75;-9.95;;;;-20.25;-62.25;-124.25;-186.0;111.5;;;;96.5;298.0;560.5;822.5;-36.98;-117.75;;;-10.02;-33.05;;;17.65;53.5;102.0;143.0;-9.8;;;
31.10.2003;-22.3;-69.5;-140.3;-212.0;-9.85;;;;-20.35;-63.05;-125.5;-189.0;113.5;;;;95.5;299.0;580.5;842.5;-37.0;-117.75;;;-10.07;-33.45;;;18.8;54.0;101.8;145.25;-10.0;;;
03.11.2003;-23.2;-68.05;-137.45;-207.75;-9.69;;;;-21.65;-64.8;-123.75;-187.76;114.0;;;;97.0;303.0;584.0;855.0;-36.95;-117.85;;;-10.07;-33.75;;;19.1;55.5;105.5;148.0;-10.1;;;
04.11.2003;-22.77;-70.15;-138.65;-210.6;-10.35;;;;-20.95;-64.0;-125.05;-188.51;121.5;;;;101.0;308.0;588.0;855.0;-39.35;-116.5;;;-10.65;-33.35001;;;19.1;55.5;105.3;151.0;-10.75;;;
05.11.2003;-23.25;-72.55;-145.65;-219.5;-10.05;;;;-20.55;-63.9;-129.05;-194.51;118.5;;;;102.0;318.0;595.0;872.0;-38.15;-119.6;;;-10.27;-34.10001;;;19.65;57.2;108.5;157.0;-10.45;;;
06.11.2003;-23.35;-72.8;-145.85;-218.5;-9.8;;;;-20.55;-63.95;-128.55;-192.51;115.5;;;;100.0;315.0;587.5;872.5;-36.8;-116.6;;;-10.0;-33.60001;;;19.25;56.5;109.7;157.0;-10.0;;;
07.11.2003;-23.6;-73.3;-147.0;-220.0;-9.68;;;;-20.55;-64.05;-128.2;-192.51;115.0;;;;99.5;320.0;592.5;862.5;-36.85;-116.3;;;-10.02;-33.39999;;;18.95;57.25;112.3;163.0;-10.15;;;
10.11.2003;-25.3;-74.4;-148.68;-221.75;-9.6;;;;-22.25;-64.95;-129.8;-194.0;115.0;;;;99.0;315.0;582.5;842.5;-36.9;-115.94;;;-9.93;-33.25;;;18.8;57.2;111.5;162.0;-10.3;;;
11.11.2003;-24.6;-76.65;-148.95;-223.5;-10.27;;;;-22.0;-68.65;-132.25;-197.4;122.5;;;;105.0;315.0;587.5;847.5;-39.4;-115.5;;;-10.57;-33.5;;;19.15;57.3;111.5;163.0;-10.85;;;
12.11.2003;-23.9;-74.85;-149.45;-224.5;-10.05;;;;-21.45;-66.8;-133.05;-199.0;116.5;;;;100.0;318.0;575.0;829.0;-38.0;-120.0;;;-10.23;-33.85001;;;19.55;54.3;109.0;157.5;-10.65;;;
13.11.2003;-24.1;-75.25;-150.93;-226.7;-9.7;;;;-21.5;-67.05;-133.5;-202.01;110.5;;;;96.5;301.5;575.0;837.0;-37.27;-117.4;;;-10.0;-32.75;;;19.25;57.25;108.0;158.0;-10.05;;;
14.11.2003;-24.3;-75.5;-152.3;-229.0;-9.75;;;;-21.45;-67.15;-134.5;-203.0;110.5;;;;98.0;301.0;570.0;842.0;-37.35;-118.0;;;-9.82;-32.25;;;18.55;55.65;108.2;158.0;-10.3;;;
17.11.2003;-25.85;-74.85;-150.57;-226.2;-9.85;;;;-22.8;-67.0;-134.55;-203.51;109.5;;;;94.0;295.0;568.0;833.0;-37.35;-118.63;;;-10.05;-32.8;;;18.65;55.9;108.5;158.5;-9.95;;;
18.11.2003;-25.45;-77.9;-152.73;-231.1;-10.3;;;;-22.35;-68.8;-135.75;-206.01;118.0;;;;97.5;288.0;551.0;819.0;-39.85;-118.8;;;-10.65;-32.7;;;18.6;55.55;107.6;157.0;-10.48;;;
19.11.2003;-24.45;-75.7;-152.75;-227.75;-9.68;;;;-21.85;-67.5;-135.55;-204.51;118.0;;;;94.0;282.0;557.0;849.0;-33.05;-120.3;;;-10.27;-33.35001;;;19.35;56.7;106.5;157.0;-10.35;;;
20.11.2003;-27.98;-75.95;-152.48;-228.5;-10.0;;;;-24.85;-68.2;-137.05;-206.0;127.0;;;;107.0;288.0;545.5;817.5;-37.65;-118.55;;;-10.27;-32.55;;;18.75;55.2;106.3;156.0;-9.75;;;
21.11.2003;-27.88;-75.75;-152.35;-229.7;-11.3;;;;-24.6;-67.6;-135.6;-205.3;121.5;;;;103.0;283.0;545.5;812.5;-42.29;-118.59;;;-9.93;-32.55;;;18.25;53.2;100.5;143.0;-10.95;;;
24.11.2003;-27.02;-74.64;-151.75;-229.6;-10.93;;;;-23.9;-66.5;-134.75;-205.0;119.5;;;;98.5;282.0;545.5;820.0;-40.88;-118.35;;;-9.93;-32.55;;;20.75;54.5;101.9;144.0;-10.8;;;
25.11.2003;-27.08;-74.9;-152.75;-231.3;-11.12;;;;-23.9;-66.6;-135.25;-205.3;116.5;;;;97.5;279.0;547.5;823.0;-40.88;-117.55;;;-10.7;-32.05;;;20.2;55.0;103.2;146.25;-10.75;;;
26.11.2003;-25.85;-75.4;-154.25;-229.3;-10.85;;;;-25.6;-67.4;-137.25;-205.5;116.5;;;;100.0;280.0;545.5;812.5;-39.25;-118.1;;;-13.15;-32.3;;;20.25;54.55;102.0;145.25;-10.45;;;
27.11.2003;-25.52;-75.75;-154.57;-230.0;-10.5;;;;-24.9;-67.55;-137.5;-205.0;114.5;;;;100.0;273.0;525.5;772.5;-38.4;-118.7;;;-12.36;-32.14999;;;19.65;54.15;102.75;144.0;-11.0;;;
28.11.2003;-25.8;-75.9;-154.3;-229.2;-10.68;;;;-24.85;-67.55;-137.5;-205.5;108.5;;;;97.0;269.0;519.5;757.5;-38.65;-119.35;;;-12.52;-32.05;;;19.15;52.9;99.0;139.0;-10.85;;;
01.12.2003;-26.65;-76.3;-155.15;-232.5;-11.21;;;;-23.55;-67.8;-138.05;-208.26;115.5;;;;102.0;269.0;515.5;762.5;-41.55;-119.65;;;-12.18;-32.14999;;;18.6;52.5;98.5;136.0;-10.65;;;
02.12.2003;-25.8;-76.45;-157.05;-231.7;-10.96;;;;-22.85;-65.7;-141.5;-209.0;110.5;;;;103.5;277.0;525.0;777.5;-40.25;-119.5;;;-11.8;-32.3;;;20.65;54.1;100.0;137.5;-10.45;;;
03.12.2003;-26.1;-77.55;-156.9;-232.5;-10.65;;;;-22.0;-65.45;-133.55;-199.5;107.5;;;;101.0;273.0;520.5;762.5;-39.35;-119.7;;;-11.23;-31.85001;;;19.75;54.5;101.0;138.0;-9.95;;;
04.12.2003;-26.3;-77.65;-157.75;-233.0;-10.6;;;;-22.0;-65.8;-134.25;-202.51;107.5;;;;98.0;267.0;510.5;737.5;-39.15;-119.1;;;-11.2;-31.89999;;;20.05;55.5;104.0;142.0;-9.95;;;
05.12.2003;-26.15;-77.35;-157.05;-232.75;-10.61;;;;-22.1;-66.5;-136.05;-203.01;110.0;;;;97.0;262.0;503.5;752.5;-39.23;-119.3;;;-11.13;-31.55;;;19.75;55.6;104.0;149.5;-9.95;;;
08.12.2003;-27.23;-78.15;-157.95;-235.8;-11.37;;;;-22.85;-66.25;-136.05;-205.51;116.0;;;;101.0;258.0;496.5;742.5;-42.15;-120.65;;;-12.02;-31.35001;;;19.65;54.5;101.5;143.5;-10.4;;;
09.12.2003;-26.48;-78.32;-161.05;-235.3;-11.1;;;;-22.25;-66.25;-137.75;-205.5;112.0;;;;97.5;258.0;497.5;742.5;-41.35;-121.5;;;-11.77;-31.64999;;;21.0;54.7;103.7;144.75;-10.05;;;
10.12.2003;-26.5;-78.45;-158.05;-234.5;-10.75;;;;-22.35;-66.45;-137.0;-206.0;109.0;;;;88.0;237.5;455.0;645.0;-40.55;-121.95;;;-11.52;-31.85001;;;20.25;54.5;102.5;143.5;-9.8;;;
11.12.2003;-26.75;-78.85;-159.55;-235.5;-10.77;;;;-22.3;-66.7;-137.25;-207.5;108.0;;;;88.0;242.5;470.0;670.0;-40.65;-122.2;;;-12.13;-32.75;;;19.55;53.5;104.0;145.0;-9.9;;;
