Date;USD_TO_AUD_1M_FWD_PTS;USD_TO_AUD_3M_FWD_PTS;USD_TO_AUD_6M_FWD_PTS;USD_TO_AUD_9M_FWD_PTS;USD_TO_EUR_1M_FWD_PTS;USD_TO_EUR_3M_FWD_PTS;USD_TO_EUR_6M_FWD_PTS;USD_TO_EUR_9M_FWD_PTS;USD_TO_NZD_1M_FWD_PTS;USD_TO_NZD_3M_FWD_PTS;USD_TO_NZD_6M_FWD_PTS;USD_TO_NZD_9M_FWD_PTS;SEK_TO_USD_1M_FWD_PTS;SEK_TO_USD_3M_FWD_PTS;SEK_TO_USD_6M_FWD_PTS;SEK_TO_USD_9M_FWD_PTS;NOK_TO_USD_1M_FWD_PTS;NOK_TO_USD_3M_FWD_PTS;NOK_TO_USD_6M_FWD_PTS;NOK_TO_USD_9M_FWD_PTS;USD_TO_GBP_1M_FWD_PTS;USD_TO_GBP_3M_FWD_PTS;USD_TO_GBP_6M_FWD_PTS;USD_TO_GBP_9M_FWD_PTS;JPY_TO_USD_1M_FWD_PTS;JPY_TO_USD_3M_FWD_PTS;JPY_TO_USD_6M_FWD_PTS;JPY_TO_USD_9M_FWD_PTS;CAD_TO_USD_1M_FWD_PTS;CAD_TO_USD_3M_FWD_PTS;CAD_TO_USD_6M_FWD_PTS;CAD_TO_USD_9M_FWD_PTS;CHF_TO_USD_1M_FWD_PTS;CHF_TO_USD_3M_FWD_PTS;CHF_TO_USD_6M_FWD_PTS;CHF_TO_USD_9M_FWD_PTS
28.03.2016;-10.56;-31.98;-61.32;-87.98;9.97;31.31;67.68999;109.115;-10.41;-30.74;-56.66;-80.8;-85.0;-269.5098;-579.0098;-902.5098;11.99;35.2;1.99;-86.89;1.48;4.21;14.7;30.0;-11.67;-29.66499;-67.45;-110.675;-0.55;-1.56;-5.57;-12.66;-12.08;-38.28999;-83.95;-132.245
29.03.2016;-10.3;-32.05;-62.93;-89.49;10.02;31.68999;67.215;107.215;-11.26;-31.56;-59.31;-83.91;-82.6;-268.97;-570.0098;-892.8049;7.6;35.15;10.45;-64.55;1.47;4.16;13.18;25.78;-12.06;-30.16499;-65.96999;-108.0;-0.61;-1.37;-4.91;-10.25;-12.05;-38.17;-82.12;-129.05
30.03.2016;-10.97;-32.02;-63.2;-90.87;10.15;31.575;68.48499;109.415;-10.88;-31.77;-58.88;-84.2;-87.4;-272.0498;-583.105;-889.2649;10.5;36.85;13.8;-59.1;1.02;4.36;13.45;25.67;-9.27;-30.34;-67.52499;-112.13;-0.65;-1.54;-3.1;-6.85;-12.33;-38.64999;-83.80499;-130.895
31.03.2016;-10.52;-32.05;-61.7;-89.68;10.15;32.46999;69.20499;110.3;-10.99;-31.87;-58.9;-83.59;-85.77;-271.0;-568.875;-873.3999;11.0;37.5;11.9;-58.8;1.32;4.795;14.0;27.14999;-10.3;-31.39;-67.42499;-112.56;-0.57;-1.02;-2.65;-5.75;-12.54;-39.73999;-83.78999;-131.685
01.04.2016;-10.52;-31.7;-61.75;-89.71;10.1;32.09;69.07999;110.84;-11.0;-31.51;-58.57;-83.89;-87.26;-265.5298;-566.3098;-870.8899;11.76;38.5;6.01;-70.01;1.24;4.6;14.0;28.25;-10.52;-30.75999;-68.19499;-112.8;-0.57;-1.12;-2.57;-6.3;-12.71;-38.81999;-82.95;-130.245
04.04.2016;-10.45;-31.15;-60.8;-87.66;9.95;31.79999;67.86499;108.98;-11.63;-31.21;-57.88;-82.86;-83.8;-264.0999;-564.0999;-875.5999;13.25;41.5;9.0;-65.95;1.02;4.58;14.05;27.5;-8.79;-29.7;-65.67499;-110.31;-0.45;-0.76;-1.8;-4.95;-11.73;-37.67999;-81.905;-129.835
05.04.2016;-11.05;-30.88;-59.9;-87.19;10.56;31.55499;67.39499;108.88;-11.26;-30.92;-58.21;-82.11;-89.52;-265.0;-561.0;-867.5;13.75;36.5;11.0;-63.7;0.94;4.25;14.19;28.5;-9.23;-29.67499;-64.92;-109.56;-0.35;-0.61;-2.06;-5.25;-12.49;-37.56499;-81.29999;-129.55
06.04.2016;-10.79;-31.02;-61.29;-87.8;10.18;31.52499;68.52499;108.66;-10.8;-30.8;-58.3;-82.11;-87.02;-264.25;-569.72;-867.5;14.0;37.5;10.0;-65.65;0.88;3.95;14.46;27.75;-9.58;-30.7;-66.95999;-110.725;-0.27;-0.57;-2.25;-5.75;-12.12;-37.80499;-83.12;-129.86
07.04.2016;-10.28;-30.5;-59.0;-85.9;9.7;31.39999;66.765;107.0;-10.63;-30.45;-57.4;-81.8;-82.77;-261.95;-553.7;-851.75;15.25;39.5;20.75;-46.5;0.74;3.68;13.3;26.5;-9.03;-29.855;-65.23999;-108.355;-0.37;-0.99;-2.81;-6.11;-11.68;-38.29999;-82.50499;-129.93
08.04.2016;-10.27;-30.6;-59.0;-85.25;9.74;31.53999;67.48499;108.19;-10.69;-30.57;-57.0;-82.0;-82.25;-261.5598;-554.9949;-871.5298;16.0;40.5;25.0;-42.5;0.57;3.595;13.625;27.5;-9.34;-30.875;-66.77499;-111.03;-0.25;-0.7;-2.35;-5.3;-11.48;-38.01999;-82.29999;-130.74
11.04.2016;-10.34;-30.65;-59.6;-86.3;9.77;31.59999;68.105;108.625;-11.35;-30.8;-57.2;-83.51;-81.25;-257.25;-547.75;-852.5999;14.5;37.5;21.0;-40.0;0.58;3.625;14.04;27.29999;-9.0;-30.84499;-67.78999;-111.96;-0.25;-0.75;-2.45;-5.7;-11.57;-38.31;-82.89999;-130.695
12.04.2016;-11.1;-31.17;-60.5;-88.89;10.71;32.2;68.70999;110.95;-11.14;-31.18;-59.3;-84.8;-88.0;-258.0;-547.9199;-868.75;15.8;39.26;24.29;-45.8;0.75;3.95;14.3;28.75;-9.26;-30.01999;-66.45999;-111.9;-0.34;-0.6;-2.15;-4.55;-12.72;-38.37999;-82.81999;-133.04
13.04.2016;-10.66;-31.05;-61.12;-88.52;10.19;31.94499;68.75;109.455;-10.72;-31.29;-59.06;-85.58;-83.93;-253.85;-544.5;-836.5999;17.0;40.5;27.3;-25.25;0.85;3.945;13.975;27.5;-8.96;-29.965;-67.09;-111.88;-0.36;-0.8;-2.11;-4.61;-12.25;-38.35999;-83.89999;-132.775
14.04.2016;-10.43;-31.55;-61.5;-89.87;9.76;31.59999;67.64499;108.2;-10.62;-30.67;-57.18;-83.28;-81.8;-255.3;-542.0549;-837.8999;14.0;39.5;23.0;-37.5;0.75;3.64;13.29;27.0;-8.32;-29.67999;-66.04999;-110.46;-0.42;-0.85;-1.75;-3.76;-11.55;-38.31;-82.96999;-132.14
15.04.2016;-10.4;-31.55;-61.51;-89.55;9.73;31.54999;67.44499;107.735;-10.7;-30.86;-58.6;-84.36;-81.52;-255.5;-538.2;-839.5498;10.5;36.5;22.0;-30.0;0.65;3.505;12.59;25.59999;-8.2;-29.15999;-65.54999;-109.24;-0.32;-0.8;-1.75;-3.29;-11.52;-38.37;-83.2;-132.26
18.04.2016;-10.2;-31.25;-61.4;-90.25;9.77;31.59999;67.71999;107.6;-11.55;-31.46;-59.6;-86.93;-81.75;-257.0;-538.9949;-829.8699;9.5;29.38;20.0;-28.85;0.7;3.66;12.78;26.25;-7.91;-29.28;-66.31;-111.375;-0.28;-0.6;-1.06;-2.94;-11.49;-38.18999;-82.75999;-131.25
19.04.2016;-11.02;-31.43;-61.75;-90.8;10.49;31.79999;68.39499;110.12;-11.44;-32.33;-61.41;-89.02;-87.1;-260.46;-542.2449;-852.45;9.26;28.03;15.0;-37.65;0.85;3.75;13.35;27.39999;-8.38;-29.50999;-66.95;-112.23;-0.05;-0.31;-0.5;-2.21;-12.35;-38.31999;-83.29999;-132.65
20.04.2016;-10.75;-31.5;-62.1;-89.59;10.2;31.84;69.76999;111.375;-11.06;-31.91;-58.74;-85.22;-87.68;-260.7;-550.5;-844.7;9.14;26.57;14.95;-42.68;0.81;3.685;13.725;27.25;-8.3;-29.73;-69.23999;-115.32;0.07;-0.23;-1.07;-3.94;-12.1;-38.84;-85.19499;-134.415
21.04.2016;-10.41;-31.32;-61.0;-88.75;9.85;31.685;68.95499;111.7;-10.76;-30.91;-57.48;-82.07;-83.51;-261.5798;-549.1599;-852.1499;11.5;27.51;11.0;-48.35;0.68;3.64;12.625;25.995;-7.88;-29.95999;-67.98;-114.29;0.15;-0.14;-0.62;-2.91;-11.64;-38.81;-83.92;-134.53
22.04.2016;-10.38;-31.16;-60.4;-87.69;9.7;31.71999;69.00999;112.275;-10.62;-30.69;-56.93;-80.74;-83.51;-261.25;-550.9949;-857.45;11.48;27.74;12.2;-47.4;0.73;3.64;12.89;26.0;-8.51;-31.435;-72.325;-121.475;0.18;-0.1;-0.04;-2.13;-11.52;-38.62;-83.75999;-133.825
25.04.2016;-10.38;-31.15;-60.2;-87.5;9.76;31.85999;69.405;112.84;-11.68;-30.4;-56.6;-81.3;-83.18;-262.0;-553.5898;-860.0498;12.45;28.54;10.0;-46.1;0.96;3.965;13.12;26.495;-8.53;-32.50499;-72.325;-121.31;0.02;-0.14;-0.3;-1.21;-11.56;-38.35999;-83.09;-132.98
26.04.2016;-11.4;-31.21;-60.73;-88.6;10.72;32.04999;69.745;114.5;-11.57;-30.89;-58.22;-82.83;-91.49;-262.6499;-553.5999;-867.3499;10.5;24.2;10.32;-57.6;1.07;3.97;12.69;25.31499;-9.44;-32.295;-73.53;-121.435;-0.19;-0.1;-0.74;-2.05;-12.32;-38.80499;-84.55499;-134.335
27.04.2016;-10.0;-28.25;-54.4;-77.7;10.38;31.80499;69.64999;112.71;-10.91;-30.55;-57.1;-79.82;-89.4;-266.0098;-566.0098;-869.5;10.05;25.89;21.4;-32.4;0.98;3.625;12.025;23.12;-8.26;-31.0;-70.36499;-117.49;-0.22;-0.43;-0.38;-1.5;-12.22;-38.39999;-83.5;-132.83
28.04.2016;-9.76;-28.66;-55.31;-79.5;10.03;32.185;69.28;112.095;-11.7;-32.29;-60.79;-86.06;-86.32;-267.5999;-561.0;-867.5;12.5;32.7;31.4;-12.45;0.92;3.97;12.36;24.2;-7.57;-29.07999;-65.03999;-108.13;-0.15;-0.44;0.05;-0.08;-11.98;-38.31999;-82.17;-130.7
29.04.2016;-9.74;-28.65;-54.8;-78.93;10.14;32.46999;69.65999;113.06;-11.64;-32.74;-61.4;-87.32;-86.5;-266.7898;-556.6599;-853.8499;11.5;30.51;28.8;-23.3;1.12;4.135;12.625;24.62;-7.35;-29.0;-64.32999;-106.81;-0.08;-0.11;0.5;0.09;-12.39;-38.87999;-83.10999;-131.63
02.05.2016;-10.35;-28.7;-55.3;-80.18;10.92;32.81499;70.48;114.76;-12.4;-32.81;-62.24;-88.34;-94.51;-265.5498;-558.0;-862.5;12.01;28.51;26.01;-21.85;1.12;4.105;12.625;24.75499;-8.0;-29.59;-65.02499;-108.74;0.02;-0.13;0.02;-1.05;-12.95;-38.64999;-83.81999;-130.47
03.05.2016;-9.28;-26.25;-51.1;-72.25;10.72;33.01999;71.07999;113.715;-11.89;-32.6;-61.03;-87.19;-89.49;-271.5;-557.0;-853.7998;11.51;29.55;22.01;-28.45;1.1;4.185;12.6;24.5;-7.9;-29.64999;-65.71999;-108.59;0.17;-0.05;-0.38;-2.38;-12.14;-39.62;-82.98;-130.0
04.05.2016;-9.15;-27.15;-51.66;-73.73;10.46;33.92;70.75;112.985;-11.46;-31.74;-59.39;-85.08;-88.01;-268.3198;-559.0;-854.0;11.5;29.01;29.9;-12.7;1.16;4.66;13.23;24.7;-7.92;-29.68999;-65.37999;-108.85;0.07;-0.15;-1.19;-3.14;-12.33;-39.46999;-83.75;-131.59
05.05.2016;-9.04;-26.5;-50.94;-73.0;10.41;32.86499;69.54999;111.575;-11.35;-31.56;-58.63;-84.37;-87.98;-268.6899;-559.0;-853.0;11.43;28.37;27.99;-11.5;1.14;4.605;13.785;26.125;-7.99;-29.75;-65.39999;-108.74;0.25;0.15;-0.36;-2.21;-12.24;-39.59999;-84.75;-132.605
06.05.2016;-8.85;-25.3;-48.0;-68.2;10.4;32.87;69.73;112.33;-11.2;-30.69;-56.96;-82.49;-88.22;-270.3198;-558.9949;-855.2549;12.27;31.57;29.1;-17.2;1.19;4.725;14.425;27.7;-7.5;-28.75;-64.89999;-107.695;0.37;0.06;0.07;-2.02;-12.29;-39.59999;-84.39999;-133.06
09.05.2016;-9.63;-25.05;-48.22;-67.64;11.03;32.58499;69.70499;111.56;-11.49;-30.76;-57.32;-81.82;-94.24;-269.95;-566.0;-852.3999;14.5;35.0;37.65;-7.65;1.26;4.8;14.415;27.75;-7.94;-29.155;-66.55499;-110.1;0.58;0.45;0.38;-1.72;-13.12;-39.73;-85.00999;-132.415
10.05.2016;-9.42;-25.38;-49.6;-69.75;10.53;32.39;69.34;111.36;-11.11;-31.36;-57.43;-80.91;-90.25;-269.49;-560.9849;-856.7;14.65;35.87;37.6;-4.3;1.19;4.805;14.68;28.25;-7.51;-29.04999;-67.46999;-112.245;0.49;0.5;-0.44;-3.21;-12.59;-39.56999;-85.67;-134.14
11.05.2016;-8.99;-25.8;-48.8;-68.85;10.07;32.92;68.73999;110.715;-11.17;-31.12;-58.63;-83.14;-87.76;-276.5498;-559.0999;-854.8499;14.38;36.25;36.0;-7.88;0.95;4.7;14.05;27.50499;-7.55;-29.59;-66.52499;-110.665;0.47;0.5;-0.06;-2.98;-11.88;-39.79999;-83.84;-131.475
12.05.2016;-8.67;-25.25;-47.85;-67.4;10.07;32.25999;68.5;111.375;-11.31;-31.46;-58.81;-84.01;-88.77;-272.6499;-561.7998;-852.7;15.5;39.18;48.82;3.75;0.95;4.9;14.25;27.7;-8.03;-29.93999;-67.92;-114.09;0.35;0.21;0.2;-2.56;-12.02;-39.42;-84.18999;-133.46
13.05.2016;-8.75;-25.1;-47.28;-65.9;10.13;32.405;68.62;110.71;-11.14;-31.41;-58.98;-83.6;-89.51;-273.9099;-569.4949;-874.0;17.07;38.24;47.95;6.3;1.06;4.895;13.57;26.89999;-8.23;-30.09999;-68.075;-113.96;0.31;0.35;0.32;-1.98;-12.8;-39.50999;-84.09999;-134.84
16.05.2016;-9.2;-24.95;-47.05;-67.43;10.73;32.12;68.50499;112.86;-11.46;-31.45;-59.54;-84.01;-96.1;-278.45;-572.5;-905.8499;17.0;39.51;43.25;-5.8;1.22;5.06;15.14;30.2;-8.88;-30.5;-69.34999;-117.49;0.47;0.46;0.17;-2.5;-12.81;-39.48;-84.51999;-136.0
17.05.2016;-8.9;-25.24;-47.95;-66.9;10.34;32.05499;70.265;113.775;-11.03;-31.95;-59.52;-83.3;-93.49;-281.45;-585.5;-896.0;17.0;39.5;44.98;-5.61;1.25;5.275;15.95;31.495;-7.93;-29.98999;-69.48499;-117.16;0.6;0.49;-0.47;-3.69;-12.54;-40.14;-86.35999;-139.11
18.05.2016;-8.71;-25.0;-46.06;-63.5;10.04;34.11499;72.28;117.45;-10.9;-31.38;-58.45;-83.12;-91.38;-293.0098;-600.7898;-917.5;13.16;35.49;34.48;-15.0;1.3;6.315;18.7;35.79999;-7.6;-30.73999;-71.31999;-120.0;0.05;0.44;-2.55;-6.5;-12.27;-42.09;-88.92999;-140.745
19.05.2016;-8.59;-24.2;-44.86;-62.5;10.03;33.76999;72.66499;117.38;-10.91;-30.71;-57.9;-82.52;-91.49;-297.45;-614.5999;-952.5999;12.99;29.5;16.05;-46.05;1.15;6.95;19.65999;35.79999;-7.25;-30.38499;-71.89999;-119.495;0.39;-0.56;-2.7;-6.52;-12.29;-41.65999;-89.45;-141.03
20.05.2016;-8.62;-24.2;-45.05;-62.24;10.02;33.98;73.09;117.39;-10.86;-31.05;-58.8;-83.74;-100.29;-296.45;-621.2148;-953.7798;13.75;30.96;17.49;-35.0;1.29;7.125;20.17499;35.79999;-7.62;-31.14499;-72.14999;-121.24;0.31;-0.81;-2.95;-7.13;-12.38;-41.215;-89.7;-141.0
23.05.2016;-9.13;-24.01;-44.5;-62.5;10.83;34.17999;73.45;119.32;-11.28;-31.48;-59.57;-84.9;-98.13;-299.45;-618.7;-972.3899;13.13;29.48;15.85;-46.1;1.55;7.43;20.81;37.625;-8.18;-31.29999;-72.25499;-122.005;0.31;-0.8;-3.35;-7.77;-13.19;-41.59;-89.34999;-142.76
24.05.2016;-8.74;-23.68;-43.72;-61.23;10.56;34.39999;74.715;119.375;-10.89;-31.15;-58.32;-83.23;-95.76;-302.8799;-637.5;-972.5;12.25;29.26;17.0;-44.55;1.52;7.89;21.92;38.2;-7.93;-31.87999;-74.34;-123.65;0.15;-0.74;-4.56;-9.15;-12.89;-41.56499;-91.32999;-142.995
25.05.2016;-8.31;-23.7;-43.5;-60.75;10.15;35.04999;73.295;117.85;-10.4;-30.38;-56.8;-81.46;-93.5;-311.375;-636.5;-973.3799;9.5;23.0;8.75;-47.52;1.71;8.4;20.20499;36.25;-7.82;-32.88499;-73.96999;-122.62;0.25;-1.15;-3.88;-8.55;-12.45;-42.64999;-89.73499;-141.0
