Date;Spot_CHF_TO_USD;Spot_EUR_TO_USD;Spot_CAD_TO_USD;Spot_AUD_TO_USD;Spot_NZD_TO_USD;Spot_GBP_TO_USD;Spot_JPY_TO_USD;Spot_NOK_TO_USD;Spot_SEK_TO_USD
19.09.2013;0.9106;0.73842;1.02635;1.0596;1.1941;0.62385;99.45;5.81175;6.32785
20.09.2013;0.91025;0.74022;1.03045;1.06451;1.19503;0.62475;99.31499;5.93215;6.37255
23.09.2013;0.91095;0.74115;1.02845;1.06028;1.19424;0.62335;98.84499;5.92145;6.3844
24.09.2013;0.9129;0.74115;1.03005;1.06457;1.20737;0.6249;98.73499;5.97445;6.40535
25.09.2013;0.9092;0.74033;1.03135;1.06758;1.21344;0.6219;98.43999;6.0194;6.43055
26.09.2013;0.91025;0.74178;1.03095;1.06781;1.20613;0.6234;98.98999;5.9941;6.42395
27.09.2013;0.90595;0.73847;1.03065;1.07336;1.20715;0.6196;98.25999;5.99835;6.42025
30.09.2013;0.90495;0.73874;1.03095;1.07331;1.20635;0.6178;98.23;6.01425;6.4231
01.10.2013;0.9056;0.73934;1.03235;1.064;1.20839;0.6175;97.995;5.9911;6.36715
02.10.2013;0.90275;0.73581;1.03365;1.06547;1.20055;0.6164;97.355;6.01285;6.3661
03.10.2013;0.8993;0.73403;1.03335;1.06434;1.20584;0.619;97.265;5.95425;6.346
04.10.2013;0.90725;0.73554;1.02955;1.06005;1.20243;0.62465;97.47499;5.95665;6.4019
07.10.2013;0.90295;0.73684;1.03135;1.0605;1.20409;0.62125;96.70999;5.96925;6.4222
08.10.2013;0.90395;0.73548;1.0368;1.06123;1.20635;0.6217;96.87999;5.9539;6.40955
09.10.2013;0.91015;0.73984;1.03935;1.05887;1.20417;0.6267;97.34499;6.00405;6.4658
10.10.2013;0.91205;0.73951;1.0399;1.05798;1.20722;0.62635;98.155;6.0448;6.50605
11.10.2013;0.91235;0.73733;1.035;1.05624;1.20156;0.62675;98.575;5.99575;6.47075
14.10.2013;0.91035;0.73605;1.0355;1.05396;1.1966;0.6256;98.575;5.97445;6.458
15.10.2013;0.9128;0.74055;1.0381;1.04976;1.19382;0.6251;98.16499;6.01795;6.49885
16.10.2013;0.9135;0.74121;1.03275;1.04685;1.18673;0.6269;98.765;6.019;6.5061
17.10.2013;0.90245;0.73185;1.02895;1.03778;1.17855;0.61865;97.90999;5.93275;6.39895
18.10.2013;0.9019;0.73017;1.02865;1.03338;1.17619;0.6185;97.73499;5.9045;6.42015
21.10.2013;0.90205;0.73123;1.0302;1.03595;1.18308;0.6193;98.18999;5.90965;6.40215
22.10.2013;0.8948;0.72603;1.02855;1.03008;1.17447;0.61595;98.14;5.8935;6.3715
23.10.2013;0.89215;0.72556;1.03825;1.03874;1.19147;0.61865;97.37999;5.9174;6.3794
24.10.2013;0.89235;0.72445;1.04215;1.03918;1.19696;0.61725;97.28;5.89735;6.36305
25.10.2013;0.89265;0.72495;1.04485;1.04341;1.20773;0.6186;97.42;5.8922;6.3294
28.10.2013;0.8958;0.7254;1.04445;1.04477;1.20453;0.6195;97.67999;5.89255;6.3362
29.10.2013;0.89875;0.72624;1.047;1.05496;1.21124;0.62315;98.185;5.8871;6.3747
30.10.2013;0.8992;0.72616;1.04795;1.05452;1.2097;0.6235;98.50999;5.8766;6.37045
31.10.2013;0.90675;0.73556;1.04305;1.05714;1.21029;0.6233;98.355;5.94775;6.47105
01.11.2013;0.91235;0.74143;1.04215;1.0596;1.20948;0.6279;98.68999;5.9679;6.53645
04.11.2013;0.9098;0.74017;1.0422;1.05136;1.20715;0.62625;98.605;5.94355;6.49825
05.11.2013;0.9137;0.74214;1.0454;1.0518;1.19553;0.62325;98.50499;5.97385;6.5235
06.11.2013;0.9124;0.73923;1.0419;1.04987;1.19382;0.6218;98.65999;5.95745;6.4949
07.11.2013;0.91575;0.74724;1.0459;1.05759;1.20149;0.62125;98.09;6.0319;6.53275
08.11.2013;0.92155;0.74909;1.04795;1.06547;1.21271;0.6243;99.075;6.16105;6.6025
11.11.2013;0.9194;0.74585;1.0476;1.06849;1.21175;0.62545;99.155;6.13045;6.5649
12.11.2013;0.9175;0.74419;1.04955;1.07492;1.21632;0.62875;99.63499;6.19865;6.64145
13.11.2013;0.9138;0.74602;1.0455;1.06832;1.20635;0.62275;99.245;6.21705;6.69165
14.11.2013;0.9165;0.74302;1.0461;1.07325;1.20868;0.62245;100.02;6.18625;6.6655
15.11.2013;0.91505;0.74214;1.04395;1.06718;1.19882;0.6203;100.185;6.1273;6.65605
18.11.2013;0.91325;0.73937;1.0429;1.06644;1.19983;0.62075;100.0;6.10845;6.59145
19.11.2013;0.91105;0.73937;1.04695;1.05994;1.1946;0.6203;100.15;6.08925;6.6235
20.11.2013;0.9162;0.74275;1.04535;1.07129;1.20882;0.62095;100.03;6.0973;6.6229
21.11.2013;0.9129;0.74286;1.05175;1.08295;1.21877;0.6173;101.155;6.11335;6.6529
22.11.2013;0.9068;0.7394;1.05145;1.09039;1.22033;0.6163;101.275;6.07615;6.58695
25.11.2013;0.91185;0.74038;1.05445;1.09164;1.2184;0.619;101.68;6.1345;6.58205
26.11.2013;0.90655;0.73744;1.05415;1.09547;1.22041;0.6167;101.3;6.1182;6.5774
27.11.2013;0.90765;0.73668;1.0595;1.10138;1.22677;0.61395;102.165;6.09285;6.57115
28.11.2013;0.9055;0.73532;1.05815;1.09878;1.23175;0.6119;102.32;6.0943;6.5546
29.11.2013;0.90625;0.73446;1.06155;1.09751;1.23001;0.611;102.445;6.11595;6.53595
02.12.2013;0.90865;0.73765;1.06445;1.0983;1.22167;0.61135;102.955;6.12695;6.54665
03.12.2013;0.9044;0.73597;1.0647;1.09445;1.2133;0.61005;102.515;6.09735;6.51905
04.12.2013;0.90245;0.73765;1.06825;1.10742;1.21988;0.6103;102.355;6.14115;6.51175
05.12.2013;0.8967;0.73225;1.06535;1.10339;1.21662;0.61215;101.785;6.1582;6.5009
06.12.2013;0.89215;0.73078;1.0636;1.0986;1.207;0.6116;102.91;6.16465;6.51855
09.12.2013;0.89055;0.72889;1.06275;1.09739;1.20737;0.60865;103.275;6.14635;6.5407
10.12.2013;0.8874;0.72614;1.06015;1.09284;1.20301;0.60805;102.84;6.10965;6.53395
11.12.2013;0.8865;0.72514;1.059;1.10503;1.21102;0.6107;102.44;6.12045;6.5505
12.12.2013;0.8892;0.72709;1.06385;1.11882;1.21219;0.6116;103.38;6.1726;6.5914
13.12.2013;0.88935;0.72831;1.05855;1.11576;1.20963;0.61355;103.22;6.1947;6.58455
16.12.2013;0.88745;0.72706;1.05965;1.11763;1.21073;0.61355;103.025;6.17035;6.5784
17.12.2013;0.88495;0.72831;1.0607;1.12397;1.2089;0.61485;102.67;6.13765;6.58155
18.12.2013;0.89405;0.72661;1.0703;1.12854;1.21389;0.6101;104.28;6.11335;6.5315
19.12.2013;0.89815;0.73161;1.06645;1.12778;1.22093;0.6107;104.245;6.1612;6.58595
20.12.2013;0.89615;0.7315;1.06355;1.12089;1.21803;0.6122;104.075;6.15855;6.56705
23.12.2013;0.894;0.72958;1.0606;1.11913;1.21974;0.6114;104.11;6.13865;6.54855
24.12.2013;0.8955;0.73169;1.06315;1.12108;1.22167;0.6107;104.365;6.14985;6.5733
25.12.2013;0.8957;0.73169;1.06365;1.12145;1.22205;0.6116;104.38;6.14985;6.5733
26.12.2013;0.8966;0.73033;1.0648;1.12423;1.22451;0.6093;104.805;6.15065;6.5475
27.12.2013;0.8916;0.72582;1.0706;1.12752;1.22707;0.6068;105.17;6.12325;6.5019
30.12.2013;0.888;0.72388;1.06475;1.12315;1.21899;0.606;105.155;6.078;6.4261
31.12.2013;0.89305;0.72572;1.0623;1.12133;1.21788;0.60395;105.315;6.06685;6.4226
01.01.2014;0.89195;0.72572;1.06445;1.12556;1.21988;0.60365;105.245;6.06685;6.4226
02.01.2014;0.89915;0.73215;1.0671;1.12233;1.22175;0.60775;104.765;6.13085;6.48995
03.01.2014;0.90535;0.73457;1.06355;1.11769;1.20868;0.60915;104.855;6.13345;6.51095
06.01.2014;0.90415;0.733;1.06555;1.1152;1.20605;0.60955;104.22;6.16475;6.51575
07.01.2014;0.9091;0.73494;1.07655;1.1202;1.20722;0.60965;104.62;6.16655;6.52135
08.01.2014;0.91095;0.73527;1.08195;1.12328;1.20985;0.60795;104.855;6.18945;6.55685
09.01.2014;0.90725;0.73608;1.08405;1.12372;1.21139;0.60675;104.83;6.2025;6.56585
10.01.2014;0.90255;0.73142;1.08945;1.11161;1.20438;0.6067;104.15;6.16085;6.4943
13.01.2014;0.899;0.73241;1.08625;1.10455;1.19374;0.6104;103.0;6.12155;6.49855
14.01.2014;0.90255;0.73059;1.09445;1.11526;1.19303;0.60825;104.215;6.08435;6.431
15.01.2014;0.90835;0.73559;1.09335;1.12164;1.19926;0.61085;104.555;6.13775;6.4798
16.01.2014;0.905;0.73521;1.09315;1.13359;1.19682;0.61145;104.36;6.1831;6.46545
17.01.2014;0.91025;0.7376;1.0962;1.13863;1.21051;0.60885;104.315;6.1619;6.46285
20.01.2014;0.9101;0.73727;1.0948;1.13494;1.20084;0.6086;104.18;6.17835;6.48085
21.01.2014;0.91015;0.73831;1.09665;1.13565;1.20221;0.60695;104.32;6.1769;6.49525
22.01.2014;0.91145;0.73722;1.10865;1.12975;1.20344;0.60335;104.515;6.15745;6.47315
23.01.2014;0.89745;0.73097;1.11015;1.14051;1.20438;0.60105;103.265;6.11655;6.4281
24.01.2014;0.8946;0.7307;1.10885;1.15161;1.21758;0.6067;102.295;6.14755;6.4421
27.01.2014;0.89635;0.73134;1.11155;1.14436;1.21462;0.603;102.55;6.1642;6.43115
28.01.2014;0.89725;0.73185;1.115;1.13915;1.21102;0.60315;102.965;6.13195;6.4326
29.01.2014;0.8943;0.7329;1.1173;1.1441;1.21751;0.6038;102.3;6.17205;6.46505
30.01.2014;0.90275;0.73727;1.1157;1.13701;1.22451;0.6066;102.725;6.2467;6.5221
31.01.2014;0.9064;0.74154;1.1129;1.14214;1.23625;0.60845;102.035;6.28975;6.5462
03.02.2014;0.90085;0.73973;1.1118;1.1426;1.23686;0.6133;100.99;6.26545;6.53125
04.02.2014;0.9037;0.74017;1.1084;1.12026;1.213;0.61255;101.65;6.2899;6.5255
05.02.2014;0.9034;0.73896;1.1083;1.12246;1.21736;0.61315;101.44;6.2428;6.53025
06.02.2014;0.90105;0.73532;1.10695;1.11651;1.21241;0.61265;102.105;6.19475;6.49545
07.02.2014;0.898;0.7343;1.10325;1.11632;1.20576;0.6093;102.34;6.18735;6.4959
10.02.2014;0.89705;0.73273;1.10555;1.11751;1.20941;0.6097;102.255;6.1322;6.4814
11.02.2014;0.89835;0.73118;1.1006;1.1065;1.20171;0.6079;102.635;6.11245;6.4268
12.02.2014;0.90055;0.73592;1.10015;1.10785;1.20185;0.60255;102.535;6.11565;6.44935
13.02.2014;0.8935;0.73174;1.0974;1.11365;1.19868;0.60025;102.17;6.10285;6.46495
14.02.2014;0.8929;0.73067;1.09785;1.10705;1.1946;0.59715;101.8;6.0902;6.4544
17.02.2014;0.89155;0.72979;1.09625;1.10711;1.19567;0.5983;101.935;6.08465;6.46035
18.02.2014;0.88815;0.72722;1.09465;1.10767;1.20409;0.59935;102.37;6.04835;6.4812
19.02.2014;0.88865;0.72709;1.10785;1.11117;1.20853;0.5995;102.325;6.03825;6.49115
20.02.2014;0.88965;0.72926;1.10975;1.11037;1.20424;0.6006;102.265;6.10845;6.54855
21.02.2014;0.8879;0.72754;1.11105;1.11402;1.20729;0.6018;102.525;6.07875;6.54115
24.02.2014;0.88895;0.72852;1.10575;1.1065;1.20048;0.60035;102.495;6.0416;6.5002
25.02.2014;0.8868;0.72815;1.10835;1.10865;1.20055;0.5995;102.235;6.03685;6.49565
26.02.2014;0.89065;0.73169;1.11275;1.11508;1.20286;0.5998;102.375;6.06735;6.5197
27.02.2014;0.88835;0.73091;1.1121;1.11545;1.19481;0.5992;102.13;6.05035;6.52605
28.02.2014;0.87995;0.72403;1.10655;1.12001;1.1919;0.5972;101.805;5.991;6.40565
03.03.2014;0.88315;0.72603;1.10765;1.11894;1.19439;0.6;101.45;6.029;6.4486
04.03.2014;0.8874;0.72767;1.10915;1.11732;1.19168;0.6001;102.21;6.01215;6.4499
05.03.2014;0.88715;0.72783;1.10275;1.11278;1.18843;0.598;102.315;5.98935;6.427
06.03.2014;0.88055;0.72254;1.09855;1.10011;1.17987;0.5974;103.07;5.9888;6.4053
07.03.2014;0.87805;0.7214;1.1083;1.10223;1.18064;0.59825;103.28;5.98375;6.39315
10.03.2014;0.87775;0.72049;1.11085;1.10865;1.18057;0.6007;103.265;5.9662;6.3869
11.03.2014;0.8784;0.72116;1.11055;1.11396;1.18057;0.6018;103.02;5.9525;6.36995
12.03.2014;0.87405;0.71917;1.11185;1.11266;1.17309;0.6017;102.765;5.95435;6.36275
13.03.2014;0.87495;0.718;1.10745;1.10711;1.17055;0.6015;101.84;5.93265;6.3547
14.03.2014;0.87245;0.71813;1.11045;1.10754;1.17144;0.60075;101.355;5.9562;6.3803
17.03.2014;0.8734;0.71803;1.1054;1.10053;1.16747;0.6011;101.77;5.94635;6.35105
18.03.2014;0.87315;0.71875;1.11355;1.09547;1.15969;0.60265;101.445;5.96185;6.34085
19.03.2014;0.88055;0.71893;1.12375;1.10589;1.16802;0.6045;102.345;5.98895;6.3591
20.03.2014;0.88385;0.72551;1.1241;1.10632;1.17192;0.6059;102.4;6.0631;6.4107
21.03.2014;0.8832;0.72556;1.12205;1.10114;1.17151;0.60655;102.265;6.05975;6.4382
24.03.2014;0.8808;0.72551;1.11915;1.09499;1.17062;0.60615;102.245;6.0431;6.4287
25.03.2014;0.88255;0.72582;1.11675;1.09105;1.16591;0.605;102.265;6.04805;6.4265
26.03.2014;0.88505;0.7254;1.11015;1.08442;1.16394;0.60295;102.045;6.0462;6.45855
27.03.2014;0.88655;0.72783;1.10325;1.07985;1.15294;0.602;102.175;6.00795;6.4809
28.03.2014;0.88685;0.72714;1.1061;1.08126;1.15453;0.60105;102.815;6.00705;6.50375
31.03.2014;0.8847;0.72556;1.10495;1.07939;1.15267;0.60015;103.215;5.98705;6.48355
01.04.2014;0.88335;0.72493;1.10245;1.08155;1.15761;0.60135;103.645;5.9748;6.4532
02.04.2014;0.88665;0.72632;1.10315;1.08126;1.16632;0.60145;103.875;5.97435;6.47915
03.04.2014;0.89085;0.72905;1.10345;1.08325;1.17034;0.60245;103.925;6.0014;6.5373
04.04.2014;0.8925;0.73027;1.09815;1.07619;1.16286;0.60315;103.285;5.997;6.5481
07.04.2014;0.88795;0.7277;1.0973;1.07869;1.16232;0.6021;103.105;6.0021;6.53195
08.04.2014;0.88305;0.72493;1.09235;1.06809;1.15267;0.5971;101.815;5.978;6.495
09.04.2014;0.87975;0.72335;1.08785;1.06485;1.14771;0.59545;101.985;5.9503;6.50175
10.04.2014;0.87655;0.72041;1.09355;1.0623;1.15187;0.59575;101.525;5.91855;6.53255
11.04.2014;0.87595;0.72007;1.09815;1.06417;1.15108;0.59765;101.615;5.9274;6.5297
14.04.2014;0.8797;0.72382;1.0963;1.06118;1.15108;0.59775;101.845;5.9697;6.562
15.04.2014;0.88015;0.72338;1.0975;1.06832;1.15701;0.59775;101.93;5.95135;6.5695
16.04.2014;0.88195;0.7243;1.10105;1.06718;1.15935;0.5953;102.235;5.9782;6.59885
17.04.2014;0.88315;0.72278;1.10025;1.0721;1.16679;0.5955;102.39;5.97985;6.5888
18.04.2014;0.88315;0.72278;1.1017;1.07152;1.16414;0.595;102.415;5.97985;6.5888
21.04.2014;0.8852;0.72443;1.10105;1.07198;1.16652;0.59555;102.62;5.9967;6.61325
22.04.2014;0.88505;0.72482;1.1026;1.06741;1.16272;0.59445;102.62;5.9849;6.58555
23.04.2014;0.8833;0.72309;1.1032;1.07625;1.16421;0.59585;102.54;5.99255;6.5704
24.04.2014;0.88135;0.72362;1.10215;1.07939;1.16727;0.59505;102.32;6.0048;6.57775
25.04.2014;0.88165;0.72267;1.10395;1.07811;1.16598;0.59505;102.17;5.99985;6.5898
28.04.2014;0.88025;0.72231;1.103;1.0802;1.1713;0.595;102.5;6.0033;6.54135
29.04.2014;0.88345;0.72372;1.09435;1.07892;1.16939;0.5943;102.635;6.00125;6.56245
30.04.2014;0.8804;0.72121;1.09615;1.07666;1.16056;0.5927;102.26;5.9561;6.5169
01.05.2014;0.8794;0.72121;1.0957;1.07811;1.15835;0.59195;102.34;5.93775;6.5022
02.05.2014;0.87785;0.72121;1.09735;1.07799;1.1536;0.59285;102.185;5.9421;6.51355
05.05.2014;0.8778;0.72054;1.09555;1.07828;1.15241;0.5929;102.14;5.9543;6.55025
06.05.2014;0.87435;0.71772;1.08935;1.06958;1.14423;0.5891;101.685;5.91515;6.50215
07.05.2014;0.8765;0.71826;1.08995;1.07216;1.15467;0.58985;101.915;5.9057;6.4942
08.05.2014;0.88005;0.72135;1.08315;1.06689;1.15647;0.59055;101.66;5.883;6.50505
09.05.2014;0.88655;0.72693;1.08955;1.06798;1.16097;0.59345;101.865;5.9161;6.56475
12.05.2014;0.88775;0.72698;1.08955;1.06832;1.16003;0.59285;102.125;5.92255;6.5627
13.05.2014;0.89015;0.72958;1.0905;1.0682;1.15888;0.59435;102.26;5.9254;6.55255
14.05.2014;0.88985;0.72937;1.08885;1.06633;1.1536;0.5964;101.89;5.9221;6.55935
15.05.2014;0.89115;0.72905;1.08865;1.06878;1.15694;0.59565;101.575;5.94415;6.5639
16.05.2014;0.8927;0.72969;1.08575;1.06798;1.15915;0.5947;101.52;5.93545;6.5693
19.05.2014;0.89225;0.72889;1.0877;1.07164;1.15895;0.59475;101.51;5.92825;6.59005
20.05.2014;0.89225;0.73017;1.0909;1.08184;1.16638;0.5939;101.325;5.94595;6.58385
21.05.2014;0.89325;0.73182;1.09125;1.08091;1.16591;0.5917;101.375;5.9558;6.58005
22.05.2014;0.89435;0.73225;1.0888;1.0843;1.16741;0.59275;101.735;5.94755;6.59005
23.05.2014;0.8961;0.7336;1.0862;1.08331;1.17075;0.59395;101.97;5.95955;6.6477
26.05.2014;0.8948;0.73252;1.0859;1.08266;1.16973;0.5937;101.955;5.95895;6.62205
27.05.2014;0.89685;0.73451;1.0855;1.07997;1.16775;0.59485;101.99;5.96625;6.63415
28.05.2014;0.89835;0.73543;1.0874;1.08278;1.17723;0.59835;101.845;5.96855;6.64625
29.05.2014;0.89775;0.73446;1.08365;1.07434;1.17848;0.59825;101.795;5.947;6.63515
30.05.2014;0.89505;0.73284;1.0843;1.07394;1.17633;0.59695;101.785;5.9735;6.6797
02.06.2014;0.8987;0.73489;1.09;1.08149;1.18308;0.59715;102.385;6.00095;6.68415
03.06.2014;0.89625;0.73419;1.09085;1.07951;1.18603;0.59705;102.505;6.0094;6.68575
04.06.2014;0.89725;0.73413;1.09395;1.07799;1.18715;0.5975;102.745;5.99595;6.65245
05.06.2014;0.89135;0.73448;1.09245;1.07061;1.17654;0.5945;102.395;6.004;6.6837
06.06.2014;0.8937;0.73319;1.0935;1.07147;1.17612;0.59515;102.485;5.95555;6.62825
09.06.2014;0.89705;0.73567;1.09035;1.06883;1.17737;0.5951;102.53;5.9702;6.67815
10.06.2014;0.89915;0.73825;1.09015;1.06689;1.17281;0.5968;102.355;5.97485;6.6976
11.06.2014;0.89995;0.73893;1.08675;1.06564;1.16925;0.59565;102.08;5.99755;6.69325
12.06.2014;0.89845;0.73793;1.08525;1.06084;1.15114;0.5907;101.725;5.9902;6.69025
13.06.2014;0.9007;0.73918;1.08555;1.06366;1.15427;0.58945;102.07;5.9987;6.64705
16.06.2014;0.89735;0.73689;1.08445;1.06377;1.15241;0.58885;101.845;5.98685;6.62515
17.06.2014;0.8993;0.73833;1.08605;1.07112;1.1548;0.5894;102.145;6.00005;6.6415
18.06.2014;0.89555;0.73681;1.08365;1.06298;1.14515;0.58845;101.925;6.02955;6.6611
19.06.2014;0.89415;0.73357;1.0818;1.064;1.14725;0.58685;101.935;6.13035;6.6883
20.06.2014;0.8953;0.73662;1.07585;1.06513;1.14989;0.5878;102.075;6.14015;6.73975
23.06.2014;0.89425;0.7357;1.0729;1.0614;1.14784;0.5873;101.95;6.1186;6.70565
24.06.2014;0.8936;0.73548;1.0746;1.06758;1.15294;0.58875;101.975;6.12105;6.733
25.06.2014;0.893;0.73349;1.07175;1.06293;1.14423;0.5888;101.875;6.147;6.7366
26.06.2014;0.89365;0.73586;1.06885;1.06225;1.13889;0.5873;101.735;6.15555;6.7549
27.06.2014;0.8909;0.73311;1.0668;1.06112;1.13928;0.58705;101.375;6.13575;6.73525
30.06.2014;0.88685;0.73038;1.06705;1.06022;1.14181;0.5846;101.325;6.1363;6.68535
01.07.2014;0.8877;0.73102;1.06315;1.05296;1.1396;0.5831;101.525;6.17075;6.69825
02.07.2014;0.88895;0.73236;1.0665;1.05893;1.13973;0.58255;101.79;6.17155;6.70945
03.07.2014;0.8933;0.73475;1.06345;1.06992;1.14233;0.58295;102.19;6.19585;6.8236
04.07.2014;0.89425;0.73589;1.0655;1.06792;1.14423;0.58275;102.12;6.19245;6.8505
07.07.2014;0.8937;0.73551;1.0685;1.06695;1.14155;0.58385;101.845;6.16475;6.83225
08.07.2014;0.89295;0.73454;1.0679;1.06377;1.13811;0.58375;101.58;6.18055;6.8297
09.07.2014;0.89105;0.73311;1.06525;1.06236;1.13359;0.58285;101.635;6.1543;6.7836
10.07.2014;0.89225;0.73524;1.065;1.0644;1.13359;0.5837;101.335;6.16405;6.7813
11.07.2014;0.8927;0.73535;1.0733;1.06468;1.13456;0.58395;101.38;6.17415;6.7935
14.07.2014;0.892;0.73384;1.07115;1.06445;1.13546;0.58535;101.545;6.1686;6.79215
15.07.2014;0.8956;0.73695;1.0759;1.06712;1.14045;0.58335;101.685;6.2055;6.80845
16.07.2014;0.89835;0.7388;1.07425;1.06746;1.14764;0.58355;101.68;6.197;6.82615
17.07.2014;0.89735;0.73975;1.07625;1.06923;1.15347;0.5848;101.175;6.20175;6.82875
18.07.2014;0.89885;0.74022;1.07315;1.06491;1.14949;0.5852;101.335;6.1938;6.8459
21.07.2014;0.8981;0.73962;1.07365;1.06689;1.15088;0.58565;101.4;6.1997;6.85055
22.07.2014;0.90245;0.74253;1.07385;1.06468;1.15387;0.58605;101.465;6.19315;6.8481
23.07.2014;0.90235;0.74275;1.07285;1.05742;1.14883;0.58675;101.485;6.1873;6.836
24.07.2014;0.90255;0.74245;1.0746;1.06174;1.16638;0.5887;101.815;6.211;6.84175
25.07.2014;0.90485;0.74444;1.08125;1.06434;1.16911;0.5891;101.84;6.21845;6.82295
28.07.2014;0.90395;0.74408;1.0796;1.0631;1.17;0.5888;101.86;6.22095;6.83145
29.07.2014;0.9071;0.74566;1.0853;1.0657;1.17585;0.59015;102.13;6.24235;6.8436
30.07.2014;0.9088;0.74747;1.09025;1.07175;1.17772;0.59125;102.795;6.26195;6.88775
31.07.2014;0.90865;0.74738;1.09065;1.07567;1.17633;0.5922;102.795;6.29805;6.90595
01.08.2014;0.906;0.74466;1.09165;1.074;1.17392;0.5945;102.63;6.27445;6.8687
04.08.2014;0.90665;0.74518;1.09075;1.07141;1.17323;0.593;102.595;6.271;6.8926
05.08.2014;0.90905;0.74797;1.09605;1.07481;1.18092;0.5922;102.595;6.27675;6.88925
06.08.2014;0.90735;0.7487;1.0916;1.069;1.17931;0.59335;102.11;6.2812;6.9154
07.08.2014;0.90905;0.74898;1.09275;1.07869;1.17987;0.5941;102.105;6.2548;6.9126
08.08.2014;0.90525;0.74546;1.0974;1.07776;1.18182;0.59615;102.06;6.22795;6.88885
11.08.2014;0.90645;0.74697;1.0922;1.07951;1.18231;0.5957;102.195;6.1805;6.8632
12.08.2014;0.90765;0.74864;1.09255;1.07887;1.18547;0.59475;102.26;6.1743;6.8809
13.08.2014;0.9075;0.74736;1.0912;1.07475;1.18224;0.59925;102.43;6.15895;6.87035
14.08.2014;0.90665;0.74736;1.09015;1.07308;1.17744;0.59925;102.445;6.1468;6.8501
15.08.2014;0.90245;0.74722;1.08955;1.07285;1.17876;0.5989;102.36;6.15325;6.85405
18.08.2014;0.90655;0.74831;1.08885;1.07302;1.17931;0.5978;102.57;6.1563;6.85915
19.08.2014;0.90925;0.75081;1.09425;1.0751;1.18758;0.6018;102.905;6.1584;6.8686
20.08.2014;0.91325;0.75259;1.09685;1.07677;1.19424;0.60255;103.755;6.1738;6.8969
21.08.2014;0.91155;0.75273;1.09435;1.07504;1.18941;0.60315;103.835;6.1501;6.89345
22.08.2014;0.914;0.75577;1.0947;1.07354;1.18821;0.60345;103.945;6.16635;6.9187
25.08.2014;0.91545;0.75766;1.09835;1.07562;1.19854;0.60315;104.055;6.1771;6.93275
26.08.2014;0.91755;0.75738;1.09525;1.07452;1.20005;0.6046;104.07;6.17355;6.9409
27.08.2014;0.91465;0.7574;1.08655;1.07106;1.1941;0.60325;103.865;6.17925;6.9426
28.08.2014;0.91525;0.75898;1.08615;1.06883;1.19296;0.6029;103.715;6.1811;6.97345
29.08.2014;0.91835;0.75919;1.08785;1.07089;1.19574;0.60245;104.075;6.1772;6.97125
01.09.2014;0.91945;0.76121;1.08715;1.07152;1.19374;0.60215;104.365;6.1941;6.995
02.09.2014;0.91905;0.76205;1.09295;1.07811;1.20257;0.60715;105.075;6.19275;7.0082
03.09.2014;0.91775;0.76118;1.08885;1.06986;1.20084;0.60745;104.805;6.22755;7.01385
04.09.2014;0.93185;0.77122;1.08755;1.06969;1.20388;0.6123;105.27;6.25575;7.0588
05.09.2014;0.9312;0.77169;1.08805;1.06627;1.20041;0.6125;105.1;6.283;7.09145
08.09.2014;0.93545;0.77229;1.09745;1.07753;1.20861;0.6209;106.03;6.3096;7.0798
09.09.2014;0.93305;0.77432;1.09815;1.08666;1.21264;0.62085;106.195;6.35255;7.11585
10.09.2014;0.93675;0.7742;1.0934;1.09212;1.21618;0.61685;106.845;6.3469;7.09405
11.09.2014;0.93585;0.77274;1.1032;1.0989;1.22167;0.6152;107.11;6.37165;7.115
12.09.2014;0.9336;0.77292;1.10935;1.10632;1.22647;0.6147;107.335;6.37095;7.13465
15.09.2014;0.93525;0.77289;1.1056;1.10773;1.22302;0.61605;107.175;6.4032;7.12065
16.09.2014;0.93255;0.77265;1.09695;1.09957;1.21936;0.61435;107.125;6.4115;7.1302
17.09.2014;0.9413;0.77163;1.0999;1.11613;1.23495;0.6144;108.39;6.4131;7.13475
18.09.2014;0.93385;0.77387;1.0935;1.11222;1.22632;0.6097;108.71;6.32845;7.11365
19.09.2014;0.941;0.77879;1.09625;1.12032;1.23032;0.61395;109.045;6.3608;7.1547
22.09.2014;0.93985;0.77985;1.10435;1.12701;1.2313;0.6112;108.845;6.3606;7.1565
23.09.2014;0.93995;0.77739;1.10785;1.13122;1.242;0.6102;108.895;6.34885;7.13845
24.09.2014;0.94545;0.78131;1.10575;1.12575;1.23816;0.61205;109.025;6.37585;7.1667
25.09.2014;0.94655;0.78447;1.111;1.13811;1.26175;0.6128;108.755;6.3989;7.21105
26.09.2014;0.9516;0.78765;1.11535;1.1409;1.27129;0.6155;109.285;6.44625;7.2561
29.09.2014;0.95135;0.78824;1.11635;1.14705;1.28825;0.6157;109.485;6.4535;7.25495
30.09.2014;0.9552;0.79161;1.1199;1.14338;1.28074;0.61675;109.655;6.42275;7.2084
01.10.2014;0.95595;0.79393;1.1164;1.14443;1.28427;0.6178;108.895;6.4563;7.22605
02.10.2014;0.95405;0.7903;1.11575;1.13585;1.26542;0.61945;108.425;6.4602;7.20015
03.10.2014;0.9679;0.79927;1.12435;1.15274;1.28791;0.6264;109.77;6.5224;7.2766
